Jahr,FromBatToCons,FromGenToBat,FromGenToCons,FromGenToGrid,FromGridToCons,FromGrid,ToCons,FromGen
2017,493.8041899999999,1326.5895700000005,1367.85808,1531.4267300000076,1543.01247,4033.187770000013,3188.251839999998
2018,568.0118599999996,1454.7778699999994,1542.53266,1628.5092399999976,1645.5397099999986,4322.10393,3565.32239
2019,730.7302999999989,1280.9985299999992,1312.3998299999998,1656.224070000002,1684.2526000000016,4266.708380000007,3324.1286600000017
2020,611.5633400000005,1472.1608400000005,1343.08801,1550.2797300000004,1568.7292900000004,4382.64401,3426.8121899999983
2017,1161.2431599999977,1781.740199999998,1968.2671500000013,3003.0263800000002,3023.5708499999905,5808.080440000003,4911.2505100000735
2018,1254.0037199999977,1927.1493200000011,2076.5086200000073,3129.614299999999,3155.951420000003,6184.878979999996,5257.661660000055
2019,1355.4873199999988,1771.5345299999994,1792.0130100000015,3348.5987699999996,3408.099730000007,6358.167690000001,4919.034860000067
2020,1337.9784299999988,1934.6524999999938,1882.7676100000058,3317.4416799999995,3390.6170500000026,6468.076730000012,5155.398540000085
2017,669.656089999999,1462.2366500000012,1532.9369899999963,1853.4509400000038,1867.7285600000037,4493.739710000004,3664.829730000002
2018,898.938939999999,1723.9658299999996,1865.2319600000008,2179.155279999999,2203.501420000002,5150.8789799999995,4488.136730000008
2019,971.4957599999992,1478.0621099999994,1515.4287699999966,2093.025349999997,2134.831099999998,4932.627600000002,3964.9866400000064
2020,820.8180199999998,1581.957629999999,1453.4504299999953,1845.577030000004,1873.404830000004,4794.296020000006,3856.226080000002
2017,0.0,0.0,1570.337639999999,2220.698439999999,2862.1506399999967,2862.176609999997,4766.830280000002,3791.0360800000017
2018,0.0,0.0,1520.360429999999,2691.7123400000005,2596.1119099999983,2596.1396199999986,4420.020890000003,4212.072769999999
2019,0.0,0.0,1454.1910399999979,2493.49779,2666.7162200000007,2667.7773699999984,4445.190480000003,3947.6888300000005
2020,0.0,0.0,1762.471440000004,2466.7234999999996,2732.3546000000047,2741.039300000001,4866.258230000014,4229.194939999998
2017,0.0,0.0,2327.5933300000006,3168.2022500000035,5644.6160100000025,5645.005040000001,7971.910099999999,5495.795579999997
2018,0.0,0.0,2398.3308400000024,3572.9667999999983,5186.966180000002,5187.073140000002,7585.218560000006,5971.297640000002
2019,0.0,0.0,2313.3725100000006,3331.7593299999985,5167.590869999993,5169.297859999991,7479.4981199999975,5645.131840000002
2020,0.0,0.0,2604.08586,3384.1054899999967,5379.811479999999,5384.763550000001,7983.814529999995,5988.191349999994
2017,0.0,0.0,1784.4314300000008,2383.93441,3409.6597400000023,3409.694960000002,5547.872569999993,4168.365839999996
2018,0.0,0.0,1750.808470000001,2832.808649999998,3068.9448700000034,3068.995540000004,5160.434790000005,4583.617119999998
2019,0.0,0.0,1681.1206399999992,2622.617330000003,3143.0853100000018,3143.841070000003,5170.664029999999,4303.7379700000065
2020,0.0,0.0,1981.3886899999989,2623.884150000001,3214.2676000000024,3222.216790000004,5574.438420000009,4605.272839999998
